quote,tags
الحقيقة هي ما يثبت أمام امتحان التجربة .,حقيقة
دليل التليفون ملئ بالحقائق ، و لكنه يحتوي على فكرة واحدة فقط .,حقيقة
اذا أردنا تقديم الحقيقة اعلامياً الى الناس ، علينا ان نتذكر أن الصورة الناطقة تترك في ذهن المتلقي انطباعات حية و قوية أكثر من الكلمة المكتوبة .,حقيقة
لا تفرض الحقيقة بالقهر ، فالقوة سلاح من هم على خطأ .,حقيقة
لقد بذلنا جهدا في تمكين الناس من الوصول إلى سن متقدمة أكثر مما بذلناه في مساعدتهم على الاستمتاع به.,حقيقة
النقد تبعة ضرورية لكل من يعمل شيئا يهم الآخرين.,حقيقة
ليس فينا، وليس منا، وليس بيننا من يفرط بذرة تراب من القدس الشريف.,حقيقة
لا يوجد وسيلة لتدريب الخيال أفضل من دراسة القانون ، فلا يوجد فنان فسر الطبيعة بنفس الحرية التي يفسر بها المحامي الحقيقة .,حقيقة
الطريق السهل دائما هو نقد الآخرين، والطريق الصعب هو نقد الذات.,حقيقة
الطريق إلى الحقيقة تتعدد بتعـدد السالكين .,حقيقة
الحقيقة لا تلدغ ، ما يلدغ هو إدراكنا لـها .,حقيقة
الحياة ليست معقدة. نحن المعقدون. الحياة بسيطة ، والشيء البسيط هو الشيء الصحيح.,حقيقة
الحقيقة نادرًا ما تكون صافية وليست بسيطة أبدًا.,حقيقة
صدقوني .. انني لا أرى في الملاكمين ذوي العضلات المفتولة أبطالاً ، فتوجيه اللكمات و تلقيها مجرد مهنة بالنسبة لهم .. البطل في نظري هو من يواجه الحقيقة في هذا العالم و يتصدى لكشفها .,حقيقة
أصعب فصول الحكمة في الحياة هو ان تعرف كيف تصبح شيخاً كبيرا .,حكمة
لا يوجد ما هو أكثر استفزازاً من شخص أقل ذكاء و أكثر حكمة منا .,حكمة
رأس الحكمة مخافة الله عز و جل .,حكمة
تعلمت الحكمة من الجهلاء .. كلما رأيت فيهم عيباً تجنبته .,حكمة
الحكمة مع القوة غاية الكمال في الحكم و السلطان في عالم الإنسان .,حكمة
لا تشعل ناراً لا تستطيع إطفاءها .,حكمة
عقول الناس مدونة في أطراف اقلامهم و ظاهرة في حسن إختيارهم .,حكمة
كلنا نقابل ـ و لو لمرة واحدة في العمر ـ رجـالاً يلفظون بكلمات تجعلنا نفكر للأبد... فهناك رجالاً كلماتهم كالوحي، يستطيعون تركيز كل أسرار الحياة في جملة واحدة، و يتفوهون بأقوال تشكل الشخصية و توضح الوجود .,حكمة
خطوتك الاولى الى الحكمة هي ان تتسائل عن كل شئ ، و خطوتك الاخيرة هي أن تتوافق و تتـناغم مع كل شئ .,حكمة
قد يتقبل الكثيرون النصح ، لكن الحكماء فقط هم الذيم يستفيدون منه .,حكمة
احذر من نفسك قبل عدوك ، و انتبه الى صديقك قبل خصمك .,حكمة
الدين تسليم بالإيمان ، والرأي تسليم بالاختلاف ، فمن جعل الدين رأيا عرضه للاختلاف ، ومن جعل الرأي دينا قدسه.,حكمة
ما لا نستطيع فهمه بالكامـل لا نستطيع السيطرة عليه .,حكمة
في أحيان كثيرة عليك ان تتوقع ما ليس متوقعاً .,حكمة
صحة الجسم في قلة الطعام وصحة القلب في قلة الذنوب والآثام وصحة النفس في قلة الكلام.,حكمة
كم من ذليل اعزه عقله ، وعزيز أذله جهله .,حكمة
إِنَّ كَلاَمَ الْحُكَمَاءِ إِذَا كَانَ صَوَاباً كَانَ دَوَاءً، وَإِذَا كَانَ خَطَأً كَانَ دَاءً.,حكمة
لا تشتك ضعفك إلى عدوك فإنك تشمته بك وتطمعه فيك.,حكمة
من يعرف كل الأجوبة لم يطرح عليه كل الأسئلة.,حكمة
لا تتعجل ... فالعجلة.. كالعجلة ، تدور حول نفسها ألف مرة ولن يوقفها إلا نهايتها الأليمة .,حكمة
الرجل الحكيم هو الذي يعتبر ان الصحة هي أعظم نعمة للانسان .,حكمة
اعطني اذنك اعطك صوتاً .. اعطني عقلك اعطك فكرة .,حكمة
يحتاج الإنسان إلي سنتين ليتعلم الكلام وخمسين ليتعلم الصمت.,حكمة
إذا عرض لك أمر فاتئد وعاير على نظرك بنظر غيرك، فإن العيار يذهب عيب الرأي كما تذهب النار عيب الذهب.,حكمة
أنا لست صغيرا بما يكفي لمعرفة كل شيء.,حكمة
ايامي اربعة .. يوم اخرج فالقى فيه من هو اعلم مني فاتعلم منه فذلك يو فائدتي و غنيمتي . و يوم اخرج فالقى فيه من انا اعلم منه فاعلمه فذلك يوم اجري . و يوم اخرج فالقى فيه من هو مثلي فاذاكره فهذا يوم درسي . و يوم اخرج فالقى فيه من هو دوني و هو يرى ان فوقي فلا اكلمه و اجعله يوم راحتي.,حكمة
من خفي عليه عيبه خفيت عليه محاسن غيره.,حكمة
بيع ذكاءك وشراء الحيرة.,حكمة
اذا لم يستعمل الانسان دماغه لا يمضي عليه طويل وقت حتي لا يجد دماغا يستعمله.,حكمة
من يزرع الشوك لا يجني العنب.,حكمة
طوبى لمن جمع بين همة الشباب و حـكمة الشيوخ .,حكمة
الطريق المجرب ليس هو الافضل دائماً ، و الحكمة ليست في اهماله دائما .,حكمة
ألف رجل و فيهم حكيم واحد يشير عليهم ، فكأنهم ألف حكيم .,حكمة
الحكمة هي القدرة على أن نوظف اوقاتنا و معرفتنا التوظيف الامثل .,حكمة
الحكمة هي أن تضع الشئ في موضعه .,حكمة
من المفيد أن نضع علامات استفهام بين الحين والأخر على الأمور المسلـّم بها .,حكمة
عزيز النفس عفيف عن الشهوات,حكمة
يجب أن نكون مستعدين للتخلي عن الحياة التي خططنا لها حتى نحصل على الحياة التي تنتظرنا.,حكمة
اذا كنت ذا رأي فكن ذا عزيمة ... فإن فساد الرأي أن تترددا .,حكمة
من مدحك بما لم يعلم عنك جهراً؛ ذمك بما لم يعلم منك سرا.,حكمة
الرجال أربعة : رجل يدري ، و يدري انه يدري ، فذلك حكيم فاتبعوه .. و رجل يدري ، و لا يدري انه يدري ، فذلك غافل فنبهوه .. و رجل لا يدري ، و يـدري انه لا يدري ، فذلك جاهل فعلموه .. و رجل لا يدري ، و لا يدري انه لا يدري ، فـذلك أحمق فاجتنبوه .,حكمة
الحُكْم نتيجة الحِكمة، والعلم نتيجة المعرفة، فمن لا حكمة له لا حُكْمَ له، ومن لا معرفة له لا علم له.,حكمة
قصر النظر هو الذي قاد الإنسانية إلى قتل حكمائها .,حكمة
لا تستهن بالسلبيات البسيطة ، فأساس كل حريق شرارة صغيرة .,حكمة
إذا وضعت أحدا فوق قدره فتوقع منه أن يضعك دون قدرك.,حكمة
تعلم من اخطاء الآخرين حيث انك لن تعش ما يكفيك من العمر كي ترتكبها كلها بنفسك .,حكمة
المشكور من كتم سر من لم يستكتمه أما من أستكتم سرا فذلك واجب.,حكمة
لا تخجل مما لا تعرف بل اخجل مما لم تدرس .,حكمة
لكل شيء صناعه ، وصناعه العقل حسن الاختيار.,حكمة
يمكنك ملاحظة الكثير بمجرد المشاهدة .,حكمة
اذا ابتسمت للآخرين يصبح نهارك مضيئاً أكثر .,حوار
لا تشرح للناس مشاكلك الصحية ، فقولهم (كيف حالك ؟) مجرد تحية و ليست سؤالاً .,حوار
إن ما يميز الكائن البشري هو ميله إلى الاجتماع ، فهو اجتماعي بالوراثة .,حوار
احذر أن تتحول انطباعاتك الاولية عن المواقف السلبية التي تمر بك مع بعض الاشخاص الى قناعات نهائية .,حوار
عندما تتحدث إلى امرأة فانصت الى ما تقوله عيناها.,حوار
إذا تقابل رجلان، فإن الموجودين في الواقع يكونون ستة أشخاص: فهناك كل رجل كما يرى نفسه، وكل رجل كما يراه الأخر، وكل رجل كما هو فعلاً .,حوار
إما أن تسامح تماماً أو لا تسامح على الاطلاق .,حوار
لتجتذب الرائعين يجب أن تكون رائعاً ، و لتجتذب الاقوياء يجب أن تكون قوياً ، و لتجتذب المخلصين يجب أن تكون مخلصاً .. فبـدلاً من العمل على تحويل الناس الى ما ليسوا عليه ، اعمل على ذاتك .. فاذا أصبحت كما تريد اجتـذبت اليك من تريد .,حوار
المدح غير المستحق .. سخرية متخفية .,حوار
كن صادقاً ، و تذكر دائماً أن أول الصدق أن تكون صادقاً مع الله سبحانه .,حوار
من يعجل في الجواب قد يخطئ في الصواب .,حوار
ابتسامتك لقبيح أدل على مروءتك من اعجابك بجميل .,حوار
قبل ان تبدأ حـواراً مع أحد الاشخاص ، عليك أولاً أن تتحرى الكلمات و المفردات المشتركة بينكما لاستخدامها عندما تتحدث اليه .. و بخلاف ذلك ستكون لغة الحوار مفقودة بينكما .,حوار
السعادة في معاملة الخلق أن تعاملهم الله ، فترجو الله فيهم و لا ترجوهم في الله ، و تخافه فيهم و لا تخـافهم في الله ، و تحسن إليهم رجاء ثواب الله لا لمكافأتهم ، و تكف عن ظلمهم خوفا من الله لا منهم .,حوار
الشغف باستلفات الأنظار عام بين جميع الناس و لكن منهم قوماً يظهر كأنهم يطلبونه بألسنتهم و قوماً كأنهم يحرزونه بالرغم منهم و من الناس .,حوار
إن آداب السلوك هي فن التعبير عن احترامنا لمشاعر الآخرين .,حوار
كفى بالمرء جهلاً إذا أعجب برأيه، فكيف به معجباً ورأيه الجهل بعينه؟,حوار
كيف تريد أن يهتم بك الناس و أنت لا تهتم بأحد ؟ .,حوار
مسؤولية التسامح تقع على من لديهم أفـق أوسع .,حوار
لا تخف ممن يجادل ، بل ممن يراوغ .,حوار
تجنب اعطاء الوعود التي يتعذر الايفاء بها .,حوار
شجع الطرف المقابل لكي يعبر عن نفسه .,حوار
لكي تتخاطب مع الآخرين بطريقة فعالة ، يجب عليك أن تـدرك أننا جميعا مختلفون في الطريقة التي نفهم بها العالـم ، و نـستخدم هذا الـفهم كدليل يرشدنا إلى الأتصال بالآخرين .,حوار
حافظ على المظاهر مهما كنت تفعل .,حوار
اذا كنت من يهوى استعراض قدراته فانـك ستكون منفراً في نظر الآخرين ، اما اذا كنت تتصرف بصدق و تؤدي أي عمل باخـلاص فتأكد انك ستقدم للجميع اقوى العروض .,حوار
يريد الناس ان يعرفوا مقدار اهتمامك قبل أن يهتموا بمقدار معرفتك .,حوار
كثرة الضحك تذهب الهيـبة .,حوار
لا تستطيع الحكم على الآخرين بصواب و موضوعية ، إلا إذا لم تكن محتاجاً إليهم .,حوار
ابدأ حديثك بتوضيح نواياك الايجابية لكي تتجنب سوء الفهم مع الطرف المقابل.,حوار
اختيار الكلام أشـد من نحت السهام .,حوار
الصراحة و الوقاحة ... الفرق بينهما شاسع .,حوار
الابتسامة من أرخص الطرق لتغير بها مظهرك .,حوار
إن الشخص الذي يصغي باستمرار متفهماً هو الشخص الذي يقبل الناس على الاصغاء اليه .,حوار
اتجه بجسمك كله لمن يتحدث لـك ، فإن لم يكن فبوجهك على الأقل ، لأن المتحدث يتضايق و يحس بأنك تهمله إن لم تنظر له أو تتجه ناحيته .,حوار
لا يمكن أن تدوم علاقة تضع نفسك فيها في المقام الأول .,حوار
الفطنة هي موهبة الاستفادة من الحجج دون تكوين أعداء .,حوار
يستحيل ارضاء الناس في كل الامور ، و لذا فان همنا الوحيد ينبغي ان ينحصر في ارضاء الله تعالى .,حوار
احسن مقياس لعقلية اي شخص هي أهمية الموضوعات التي يتناقش فيها .,حوار
لابد أحياناً من لزوم الصمت ليسمعنا الآخرون .,حوار
تذكر دائماً أن أفكارك لك ، لكن أقوالك لغيرك .,حوار
التعايش لا يعني نـسيان التميز والخصوصية ، و لا أن تتنازل عن رأيك لأنه جزء من شخصيتك .. التعايش هو أن يتخلى الإنسان عن التعصب و الإحتقان ، فالدعوة و المجادلة بالتي هي أحسن و الحوار من معاني التعايش .,حوار
تحدث بعقلك قبل لسانك ، و انظر بضميرك قبل بصرك .,حوار
احرص على استيـضاح المعنى من خلال الاسئلة الفعالة .,حوار
ملاقاة إنسـان ، يعنى أن يمسك بك لـغز فى حالة اليقظة .,حوار
أعظم قيمة للسكوت تكون عندما تسكت طويلا حتى تتعرف على الحقائق كلها قبل أن تتحدث .,حوار
الذي يعرف القليل يكرره باستمرار كلما تحدث .,حوار
كلما تقـدم بي العمر أصبحت أعير انتباهاً أقل لما يقوله الناس و أركز اكثر على ما يفعلون .,حوار
حافظ على الثقة التي يضعها الآخرون فيك و لا تخذلهم أبداً .,حوار
أربعة لا يستحي المرء من خدمتهم : الإمام و العالم و الوالد و الضيف .,حوار
من الخطأ الشائع أن نطرح النظريات قبل الحصول على البيانات .,حوار
الحياة لن تكون جنة ، لكن علينا ان نعمل لكي لا تصبح جحيما .,حياة
الأفكار المفهومة ، كالأطعمة المهضومة ، هي التي تفيد الجسم .,حياة
إن الحياة قصيرة لدرجة أن الإنسان يجب أن يسرق لحظات الفرح، وإذا لم تكن سارقا جيدا سوف تنزلق منك الحياة.,حياة
لا تأخذ الحياة على محمل الجد. قم بضربه في وجهه عندما يحتاج إلى ضربة جيدة. اضحكوا عليه .,حياة
الحب لا ينظر بالعينين، بل بالعقل.,حياة
من اطمأن إلى القوة فهو مغلوب ، و من اطمأن إلى الجاه فهو مخلوع.,حياة
أعظم ما في الحياة الإنسان ، و أعظم ما في الإنسان العقل .,حياة
إن الحياة التي تقضيها في ارتكاب الأخطاء ليست فقط أكثر شرفًا ، ولكنها أكثر فائدة من الحياة التي تقضيها في فعل أي شيء.,حياة
دع الأيام تفعل ما تشاء و طب نفسا إذا حكم القضاء ... ولا تجزع لحادثة الليالي فما لحوادث الدنيا بقاء .,حياة
الإسلام الحق هو الذي يمكن أن يقدم للعالم معنى الحياة .,حياة
ليس لدي مواهب خاصة. أنا فقط فضولي بشغف .,حياة
كل بداية لها نهاية ، و هذه النهاية هي البداية لشئ آخر .,حياة
ما قرن شيء إلى شيء أفضل من حلم إلى علم.,حياة
يقولون إنني من الطراز القديم ، وأعيش في الماضي ، لكن في بعض الأحيان أعتقد أن التقدم يتقدم بسرعة كبيرة!,حياة
هم السعيد آخرته ، و هم الشقي دنياه .,حياة
من بين كل الكلمات الحزينة في اللسان أو القلم ، فإن أتعس هذه الكلمات ، ربما تكون كذلك.,حياة
الناس صناديق مقـفلة ، و ما مفاتيحها الا التجارب .,حياة
تعرف الشجرة من ثمارها .,حياة
تجربتي في الحياة هي أنها لا تنقسم إلى أنواع ؛ إنها رواية مخيفة ورومانسية ومأساوية وكوميدية وخيال علمي رعاة البقر. كما تعلم ، مع القليل من المواد الإباحية إذا كنت محظوظًا .,حياة
انك تخطو نحو الشيخوخة يوماً مقابل كل دقيقة من الغضب .,حياة
أضعف الناس هو من ضعف عن كتمان سره .,حياة
الحياة تمر سريعا و لكنها مع ذلك تثقل في مرورها .,حياة
تفقد المعلومات قيمتها إن لم تمتزج بالخبرة .,حياة
ليست المصلحة سوى مفتاح الاعمال المبتذلة .,حياة
الفوز لا يعني دائما أنك الأول ، و لكنه يعني أنك أفضل من قبل.,حياة
إنني رجل سعيد ، لأني أعترف بأن الحياة قائمة على الصراع بين الخير و الشر، و أن في هذا العالم وجوه نقص كامنة فيه .,حياة
أنا لا أحب الأشخاص الذين لم يسقطوا أو يتعثروا أبدًا. فضيلتهم هامدة وليست ذات قيمة كبيرة. الحياة لم تكشف لهم جمالها.,حياة
كم شعرنا بالألم من جراء مشاكل لم يكن لها وجود إلا في خيالنا .,حياة
إحسانك للحر يحركه على المكافأة ، و إحسانك إلى الخسيس يـبعثه إلى معاودة المسـألة .,حياة
المبادئ ليست سبيل الحياة لترتقي حسب، و انما هي تاجها ، فلا تهبط بالمبادئ الى مستوى وسائل متدنية ، و لا تدعـها معلقة من غـير سند يعطيها الحيوية ، و قدرة التجديـد بصلتها بالحياة .,حياة
لا يمكنك أن تجد السلام بتجنب الحياة.,حياة
يحب. لتكون محبوبا. أن ننسى أبدا أهميتها الخاصة بك. ألا تعتاد أبدًا على العنف الذي لا يوصف والتفاوت المبتذل في الحياة من حولك. لالتماس السعادة في الأماكن الأكثر حزنا. لمتابعة الجمال إلى مخبأ لها. عدم تبسيط ما هو معقد أو تعقيد ما هو بسيط. لاحترام القوة ، لا القوة أبدًا. قبل كل شيء ، للمشاهدة. لمحاولة فهم. لا تنظر ابدا بعيدا. وأبدا، أبدا أن ننسى.,حياة
أظلم من الظالم من يساعد الظالم على ظلمه .,حياة
تجارب الحياة هي التي تحدد عمر الإنسان ، مثل الحلقات السنوية التي تحدد عمر الشجرة .,حياة
و المرء ليس بصادق في قوله ... حتى يـؤيد قـوله بفعاله .,حياة
أعتقد أن علينا أن نتجنب المتعة التي يكون نتيجتها الألم ، و نشتهي الألم الذي ينـتهي بالمتعة .,حياة
أريد أن أقف على مقربة من الحافة بقدر ما أستطيع دون المرور. في الخارج على الحافة ترى كل أنواع الأشياء التي لا يمكنك رؤيتها من المركز .,حياة
مَنْ حسُنت رؤيته حَسُنتْ رَوِيّتُه، ومن حسُنت رويّته استمتع بحياته.,حياة
السلاحف أكثر خبرة بالطرق من الأرانب .,حياة
الحياة لولا الإيمان لغز لا يـفهم معناه .,حياة
جوهر التخطيط يكمن في إيجاد صيغ عمليه لجعل أنشطنا اليومية تسهم في بناء الصورة التي نرغب عليها في نهاية حياتنا .,حياة
العقل البديهي هو هبة مقدسة، والعقل المعقول هو خادم مثمر .,حياة
الرغبة نصف الحياة .. و اللا مبالاة نصف الموت .,حياة
لا تحاول أن تجعل الحياة مشكلة رياضية مع وجود نفسك في المركز وكل شيء يصبح متساويًا. عندما تكون جيدًا ، لا يزال من الممكن حدوث أشياء سيئة. وإذا كنت سيئًا ، فلا يزال بإمكانك أن تكون محظوظًا .,حياة
لا يضل من يسير على طريق مستقيم .,حياة
قد تنسى الذي ضحكت معه ، و لـكن لن تنسى الذي بكيت معه .,حياة
إذا كان العالم الحقيقي كتابًا ، فلن يجد ناشرًا أبدًا. طويل ومفصل لدرجة الإلهاء - وفي النهاية ، بدون قرار رئيسي .,حياة
لكن من الأفضل أن تتأذى من الحقيقة بدلاً من أن تريحك بالكذب.,حياة
“كل شيء في المنظر. هذا ما أعنيه إلى الأبد أيضًا. يمكن لأي شخص منا أن ينتهي إلى الأبد بعد ساعة أو مائة عام من الآن. أنت لا تعرف على وجه اليقين ، لذلك من الأفضل أن تجعل كل ثانية مهمة .,حياة
إن الأحمق يعيش ليأكل ، و إن العاقل يأكل ليعيش .. و إن المؤمن يعيش ليعبد الله .,حياة
رب عمل صغير تعظمه النية، ورب عمل كبير تصغره النية.,دروس
ليس العاقل الذي يعلم الخير من الشر ، و انما العاقل الذي يعلم خير الخيرين ، وشر الشرين .,دروس
حين تفشل جميع محاولات الإصلاح ، و تتحول الجهود المبذولة الى سلسلة من الإحباطات و الإنتكاسات المتلاحقة ، فإن المطلوب هـو القيام بمراجعة تـربوية شاملة ، جريئة و صريحة و فاعلة .,دروس
ليس في تعاليم الاسلام ما يفيد بأن الفشل في الحياة الدنيا سينفع صاحبه في الآخرة.,دروس
من أراد أن يَصحبَنا فلْيَصحبْنا بِخمسٍ: يُوصل إلينا حاجة مَن لا تصل إلينا حاجته، ويدلّنا على العدل إلى مالا نَهتدي إليه، ويكون عوناً لنا على الحق، ويؤدي الأمانة إلينا وإلى الناس، ولا يغتاب عندنا أحدا.,دروس
الدنيا جيفة، والأسد لا يقف على الجيف.,دروس
لا تسعد الامة إلا بثلاثة : حاكم عادل ، و عالم ناصح ، و عامل مخلص .,دروس
كن رحيما للعامة والخاصة، ولا تقطع رحمك وإن قطعك، وتجاوز عمن ظلمك تكن رفيق الأنبياء والشهداء.,دروس
لو أن الشُّكر والصَّبر بعيرانِ لمَا بَاليتُ بأيِّهمَا ركبتُ.,دروس
كلما ترفَّه الجسد تعقدت الروح.,دروس
كان الأبرار يتواصون بثلاث: سَجْن اللسان، وكثرة الاستغفار، والعزلة.,دروس
من أراد صفاء قلبه فليؤثر الله على شهوته.,دروس
أقلّ من معرفة الناس تقلّ غيبتك.,دروس
من خاف الله أخاف الله منه كل شيء، ومن خاف الناس أخافه الله من كل شيء,دروس
من لم تكن له بداية محرقة، لم تكن له نهاية مشرقة.,دروس
اَالله أمرك بهذا يا إبراهيم ؟ فلن يضيعنا اللّه إذًا,دروس
لو وقفت عند مراد التقوى لم يفتك مراد.,دروس
علاج العجب: إذا انت خفت على عملك العجب، فانظر: رضا من تطلب، وفي أي ثواب ترغب، ومن أي عقاب ترهب، وأي عافية تشكر، وأي بلاء تذكر، فإنك إذا تذكرت واحدة من هذه الخصال، صغر في عينيك عملك.,دروس
الإسلام لا يعلِّمنا أن نكون أنانيين نؤدي العبادات لكسب الأجر لأنفسنا فقط وأن نتجاهل واجباتنا المفروضة علينا لصالح المجتمع الإسلامي.,دروس
من عمل بما علم ، أورثــه الله علم ما لم يعلم .,دروس
مع أن الاسلام هو العـلاج المؤدي الى صحة المجتمعات و قيام الحضارات الراقية ، إلا أن الاسلام لا يؤدي هذا الدور الحضـاري إلا إذا تولى (فـقهه) أصحاب عقال ول النيرة و الارادات العازمة النبيلة .,دروس
إنْوِ الخير فإنك لا تزال بخير ما نويت الخير.,دروس
عرض محاسن الدين افضل من الرد على شبهات المعارضين .,دروس
أخلاق المرء لا تظهر في تعامله مع الأكابر ، فقد يكون مضطرا لتحسين أخلاقه أو تصنعاً ، و إنما يظهر فضله و يتبين نبله في تعامله مع من دونه .,دروس
المال داء هذه الأمة، والعالم طبيب هذه الأمة؛ فإذا جر العالم الداء إلى نفسه فمتى يُبْرىء الناس؟,دروس
أفضل الأعمال خِلاف هوى النفس.,دروس
مفتاح كل خير : الرغبة في الله و الدار الآخرة .,دروس
من خان حيّ على الصلاة .. خان حيّ على الفلاح !,دروس
كلما أكثر العبد من الإنفاق في سبيل الله دل ذلك على حسن ظن العبد بالله .,دروس
الزهد في الدنيا يريح القلب والبدن.,دروس
لم أخدع أحدا قط. لقد تركت الناس يخدعون أنفسهم. لم يكلفوا أنفسهم عناء معرفة من وماذا كنت. وبدلا من ذلك سوف يخترع شخصية بالنسبة لي. لن أجادلهم. من الواضح أنهم كانوا يحبون شخصًا ما لم أكن كذلك .,دروس
اللغة العربية مستودع شـعوري هائل يحمل خصائص الأمة و تصوراتها و عقيدتها و تاريـخها ، و يبقى تعلم اللغات الأخرى حاسة إضـافية ضرورية للمسلـم المعاصر ، مع الحذر أن تلغي حواسه الأصلية أو تكون بديلا عنها .,دروس
عزيزتي باتي . .. .. . ربَّما لن تصدقي ما ساكتبه لك في هذه الرسالة ، فانا الآن في مكة أصلي بجانب رجل أبيض خلف رجل أسود، واكل من نفس الطبق الذي ياكل منه رجل بعينين زرقاوين ، وأشرب من نفس الكأس الذي شرب منه شيخ عربيٌ ببشرة فاتحة ، لقد أدركت الآن وأنا في رحاب هذه المدينة المقدسة بأن جميع مشاكل أمريكا العنصرية لا يمكن لها أن تحل إلا بتعاليم الإسلام العظيم.,دروس
الدنيا كامرأة بغي لا تثبت مع زوج.,دروس
غرس الخلوة يثمر الأنس.,دروس
لا تقولوا للعلماء رجال الدين، ولا تحملوهم وحدهم واجبات الدين، فإن رجال الدين هم كافة المسلمين.,دروس
حين تتـوفر أرضية ثقافية تتيح التفاهم و التواصل بين أنصار الجديد و أنصارالقديم يحدث التوازن المطلوب في ثقافة الأمة، حيث يحد أنصار القديم من طيش المندفعين نحو كل غريب طـارئ و من نزق الذين يجرون وراء كل طريف براق . و دعاة الجديد يحولون بين الأمة و بـين الجمود و الإخـلاد إلى تكرير الموروث تكرارا يعطل ملكات الاجتهاد و آليات التفكير .,دروس
إن اشد ما على المسلم الحذر منه على صعيد الخطط و الأهداف ، هو تحول الوسائل إلى أهداف ، فتفقد أنشطتنا غاياتها العليا و مراميها النبيلة .,دروس
إن الأمم تفيد من نقل علوم غيرها اليها ، بقدر ما يسمح لها نموها العقلي بذلك .,دروس
لا غنى كالعقل ولا فقر كالجهل ولا ميراث كالأدب ولا ظهير كالمشاورة.,دروس
عندما نلمس الجانب الطيب في نفوس الناس ، نجد أن هناك خيرا كثيرا قد لا تراه العيون أول وهلة .,دروس
حرص القصص القرآني على أن يلقي في روع السلم أن رسالات الأنبياء ـ عليهم السلام ـ تملك طاقه الانتصار و الغلبة مهما كانت فداحة الخطوب التي تواجهها.. و هذا ماعلينا أن نتشبع به في هذه الأيام التي سيطر فيها اليأس و الإحباط .,دروس
رضا الناس غاية لاتدرك ورضا الله غاية لاتترك، فاترك مالايدرك وادرك مالايترك.,دروس
إن الدين حياة للحياة ونور وأساس لها، ولا يمكن إحياء الشعب إلا بإحياء الدين.,دروس
إذا كان النبي عليه الصلاة و السلام قد أسـتعمل أعلى معايير الإنصاف مع من يفصل بينه وبينهم الشرك الأكبر فنحن أحوج إلى استعمالها مع إخواننا الذين يجمعنا معهم أكثر مما يفرقنا ، و يدنينا إليهم أكثر مما يبعدنا .,دروس
الزهد في الدنيا هو الزهد في الناس، وأول ذلك زهدك في نفسك.,دروس
التحدي الذي يواجه كل ثـقافة يكمن في محافظتها علـى تماسكها الخاص و توازنها الذاتي أثناء تلبيتها لمطلبي الثبات و التغير في المعترك الحضاري .. هـذا في الحقيقة مشروط بوعي أهل الثـقافة في المبادئ و الأصول الكبرى التي تشكل البنـى العميقة للثقافة .,دروس
خراب القلب من الأمن والغفلة.,دروس
أصول المعاصي ثلاثة : الكبر و الحرص و الحسد .. فالكبر جعل إبليس يفسق عن أمر ربه ، و الحرص أخرج آدم من الجنة، و الحسد جعل أحد ابني آدم يقتل أخاه .,دروس
السعادة شيء ينبع من داخل الإنسان ولا يستورد من خارجه، وإذا كانت السعادة شجرة منبتها النفس البشرية والقلب الإنساني، فإن الإيمان بالله والدار الآخرة هو ماؤها.. وغذائها.. وهوائها.. وضياؤها.,دروس
حسبك من السعادة في هذه الدنيا: ضمير نقي، ونفس هادئة، وقلب شريف، وأن تعمل بيديك.,سعادة
السعادة هي نتيجة الجهد الشخصي. أنت تقاتل من أجلها ، وتكافح من أجلها ، وتصر عليها ، وأحيانًا تسافر حول العالم بحثًا عنها. عليك أن تشارك بلا هوادة في مظاهر النعم الخاصة بك. وبمجرد أن تصل إلى حالة من السعادة ، يجب ألا تتهاون أبدًا بشأن الحفاظ عليها. يجب أن تبذل جهدًا كبيرًا للاستمرار في السباحة نحو هذه السعادة إلى الأبد ، للبقاء واقفة على قدميها .,سعادة
العيش بسعادة قوة من قوى الروح الكامنة.,سعادة
لا تدع أحد يأتي إليك أبدًا دون مغادرة أفضل وأكثر سعادة. كن التعبير الحي عن لطف الله: اللطف في وجهك ، واللطف في عينيك ، واللطف في ابتسامتك.,سعادة
اذا كنا في حالة حزن فـان العالم يلوح كئيباً بالنسبة لنا ، حتى و لو كـنا في منتصف نهار مشرق بديع .. و على النقيض تماما ، اذا سمـحنا لبذور السعادة أن تنمو بداخلنا ، فان اسوء عاصفة أمطار لا يمكنها عندئذ أن تعكر مزاجنا الرائق .,سعادة
لولا الحب ما تذوق الإنسان سعادة الوجود ولا انتشى بخمرة الحياة.,سعادة
أحد العناصر التي لا غنى عنها للسعادة هو افتقاد المرء لبعض ما يريد.,سعادة
إن الإنسان يشعر بالهدوء في مواقف الخوف عندما يتخيل أسوء ما يمكن ان يحدث ، و يقنع نفسه بأن حياته لن تنتهي .,سعادة
لا يوجد شيء مثل الأنفاس العميقة بعد الضحك بشدة. لا شيء في العالم يضاهي آلام المعدة للأسباب الصحيحة .,سعادة
لا يوجد دواء يعالج ما لا تستطيع السعادة.,سعادة
القلق فائدة مدفوعة على المشاكل قبل أن يحين موعد استحقاقها .,سعادة
عقولنا مخازن كبيرة ، يجب أن نفرغها من الهموم كل فترة .,سعادة
السعادة هي عندما يكون ما تعتقده وما تقوله وما تفعله في تناغم.,سعادة
انت من يقوم بتحديد السعادة او الحزن بأفكارك الخاصة .,سعادة
من المفترض أن يدفعنا القلق إلى العمل و ليس إلى الاكتئاب ، فليس حراً من لا يستطيع السيطرة على نفسه .,سعادة
